pixel_id x y time_step species_id biomass
0 0 0 10.0000 0 4.382770e+00
0 0 0 10.0000 1 3.911913e-01
0 0 0 10.0000 2 3.161759e-01
1 1 0 10.0000 0 2.295247e+00
1 1 0 10.0000 1 5.841513e-01
1 1 0 10.0000 2 2.227045e-01
0 0 0 11.0000 0 4.219517e+00
0 0 0 11.0000 1 3.549552e-01
0 0 0 11.0000 2 3.081185e-01
1 1 0 11.0000 0 2.172295e+00
1 1 0 11.0000 1 5.139664e-01
1 1 0 11.0000 2 2.090857e-01
0 0 0 12.0000 0 4.073920e+00
0 0 0 12.0000 1 3.201941e-01
0 0 0 12.0000 2 3.002107e-01
1 1 0 12.0000 0 2.068580e+00
1 1 0 12.0000 1 4.498830e-01
1 1 0 12.0000 2 1.962677e-01
0 0 0 13.0000 0 3.943325e+00
0 0 0 13.0000 1 2.873796e-01
0 0 0 13.0000 2 2.924592e-01
1 1 0 13.0000 0 1.979915e+00
1 1 0 13.0000 1 3.921483e-01
1 1 0 13.0000 2 1.842111e-01
0 0 0 14.0000 0 3.825512e+00
0 0 0 14.0000 1 2.567946e-01
0 0 0 14.0000 2 2.848680e-01
1 1 0 14.0000 0 1.903178e+00
1 1 0 14.0000 1 3.406496e-01
1 1 0 14.0000 2 1.728763e-01
0 0 0 15.0000 0 3.718629e+00
0 0 0 15.0000 1 2.285795e-01
0 0 0 15.0000 2 2.774401e-01
1 1 0 15.0000 0 1.836007e+00
1 1 0 15.0000 1 2.950643e-01
1 1 0 15.0000 2 1.622243e-01
0 0 0 16.0000 0 3.621124e+00
0 0 0 16.0000 1 2.027703e-01
0 0 0 16.0000 2 2.701766e-01
1 1 0 16.0000 0 1.776590e+00
1 1 0 16.0000 1 2.549563e-01
1 1 0 16.0000 2 1.522168e-01
0 0 0 17.0000 0 3.531698e+00
0 0 0 17.0000 1 1.793287e-01
0 0 0 17.0000 2 2.630779e-01
1 1 0 17.0000 0 1.723524e+00
1 1 0 17.0000 1 2.198381e-01
1 1 0 17.0000 2 1.428172e-01
0 0 0 18.0000 0 3.449258e+00
0 0 0 18.0000 1 1.581650e-01
0 0 0 18.0000 2 2.561436e-01
1 1 0 18.0000 0 1.675705e+00
1 1 0 18.0000 1 1.892114e-01
1 1 0 18.0000 2 1.339903e-01
0 0 0 19.0000 0 3.372885e+00
0 0 0 19.0000 1 1.391557e-01
0 0 0 19.0000 2 2.493727e-01
1 1 0 19.0000 0 1.632263e+00
1 1 0 19.0000 1 1.625900e-01
1 1 0 19.0000 2 1.257026e-01
0 0 0 20.0000 0 3.301805e+00
0 0 0 20.0000 1 1.221575e-01
0 0 0 20.0000 2 2.427636e-01
1 1 0 20.0000 0 1.592499e+00
1 1 0 20.0000 1 1.395150e-01
1 1 0 20.0000 2 1.179222e-01
0 0 0 21.0000 0 3.235359e+00
0 0 0 21.0000 1 1.070169e-01
0 0 0 21.0000 2 2.363144e-01
1 1 0 21.0000 0 1.555855e+00
1 1 0 21.0000 1 1.195618e-01
1 1 0 21.0000 2 1.106188e-01
0 0 0 22.0000 0 3.172992e+00
0 0 0 22.0000 1 9.357726e-02
0 0 0 22.0000 2 2.300229e-01
1 1 0 22.0000 0 1.521874e+00
1 1 0 22.0000 1 1.023441e-01
1 1 0 22.0000 2 1.037641e-01
0 0 0 23.0000 0 3.114230e+00
0 0 0 23.0000 1 8.168414e-02
0 0 0 23.0000 2 2.238867e-01
1 1 0 23.0000 0 1.490187e+00
1 1 0 23.0000 1 8.751388e-02
1 1 0 23.0000 2 9.733080e-02
0 0 0 24.0000 0 3.058668e+00
0 0 0 24.0000 1 7.118847e-02
0 0 0 24.0000 2 2.179031e-01
1 1 0 24.0000 0 1.460487e+00
1 1 0 24.0000 1 7.476074e-02
1 1 0 24.0000 2 9.129363e-02
0 0 0 25.0000 0 3.005961e+00
0 0 0 25.0000 1 6.194907e-02
0 0 0 25.0000 2 2.120695e-01
1 1 0 25.0000 0 1.432525e+00
1 1 0 25.0000 1 6.380958e-02
1 1 0 25.0000 2 8.562853e-02
0 0 0 26.0000 0 2.955813e+00
0 0 0 26.0000 1 5.383390e-02
0 0 0 26.0000 2 2.063829e-01
1 1 0 26.0000 0 1.406090e+00
1 1 0 26.0000 1 5.441798e-02
1 1 0 26.0000 2 8.031289e-02
0 0 0 27.0000 0 2.907968e+00
0 0 0 27.0000 1 4.672088e-02
0 0 0 27.0000 2 2.008406e-01
1 1 0 27.0000 0 1.381007e+00
1 1 0 27.0000 1 4.637334e-02
1 1 0 27.0000 2 7.532542e-02
0 0 0 28.0000 0 2.862207e+00
0 0 0 28.0000 1 4.049808e-02
0 0 0 28.0000 2 1.954395e-01
1 1 0 28.0000 0 1.357131e+00
1 1 0 28.0000 1 3.948987e-02
1 1 0 28.0000 2 7.064609e-02
0 0 0 29.0000 0 2.818339e+00
0 0 0 29.0000 1 3.506361e-02
0 0 0 29.0000 2 1.901767e-01
1 1 0 29.0000 0 1.334338e+00
1 1 0 29.0000 1 3.360577e-02
1 1 0 29.0000 2 6.625605e-02
0 0 0 30.0000 0 2.776200e+00
0 0 0 30.0000 1 3.032531e-02
0 0 0 30.0000 2 1.850493e-01
1 1 0 30.0000 0 1.312522e+00
1 1 0 30.0000 1 2.858052e-02
1 1 0 30.0000 2 6.213758e-02
