0,1,2,3,4,5,6,7,8,9,10
0.0,2.37595634255558,2.7994627088774,2.02569276560098,2.50635855016299,2.82122864644043,2.54475657618605,2.26668445440009,2.34463732200675,2.36917595285922,2.42925208457746
2.0,0.5787812431650654,0.31744808539132574,0.7278528664218467,0.0012733215986004964,0.0014332870968800648,0.0012928291969349637,0.734919971292765,1.5264140291019954,0.0016709181038301324,1.9080072754389605
4.0,0.47281197438769135,0.2855439259093174,0.5602639425704856,3.8389111176604165e-08,4.321187810720807e-08,3.8977241749492755e-08,0.23423820253798922,1.073350867713802,1.515453658287695e-08,1.497114758081532
6.0,0.4021176964052794,0.259758996428934,0.46098019921986916,0.0,0.0,0.0,0.07465655818247188,0.7571385567943929,0.0,1.174585125406436
8.0,0.35098405752507084,0.23842157270192124,0.39377348582449434,0.0,0.0,0.0,0.023794351916791384,0.5347077422029684,0.0,0.9215295442831029
10.0,0.3120280182932284,0.22044565268692576,0.3447373581385591,0.0,0.0,0.0,0.007583627620260925,0.37783092191757883,0.0,0.7229921111702136
12.0,0.28123961360809085,0.20507815775480412,0.3071547089420498,0.0,0.0,0.0,0.002417008507349068,0.2670611337477463,0.0,0.5672281897464139
14.0,0.25622735068669966,0.19177855053751444,0.27732018503604283,0.0,0.0,0.0,0.000770332013086133,0.18879973927168686,0.0,0.4450225813943779
16.0,0.23546622143261528,0.1801480055952826,0.25300010364045433,0.0,0.0,0.0,0.0002455142182785687,0.13348677822240246,0.0,0.34914537271891316
18.0,0.21793318120211086,0.16988536979680735,0.23275862318019042,0.0,0.0,0.0,7.824823001808891e-05,0.09438490360013954,0.0,0.27392428243751704
20.0,0.20291398410025252,0.16075870794970654,0.21562647094756018,0.0,0.0,0.0,2.4938581078278218e-05,0.06673950708390311,0.0,0.2149090847852543
22.0,0.18989359520080173,0.15258631926063643,0.2009235270269803,0.0,0.0,0.0,7.948193394265394e-06,0.047192492225809915,0.0,0.1686083260388415
24.0,0.1784905555650077,0.14522371947416818,0.18815732691657727,0.0,0.0,0.0,2.5331719747925077e-06,0.03337093096317938,0.0,0.13228276337421466
26.0,0.1684158936125817,0.13855449843657314,0.1769618578614018,0.0,0.0,0.0,8.073476019248974e-07,0.02359754907031268,0.0,0.10378330594354607
28.0,0.15944643669910685,0.13248376363715386,0.16705902730196093,0.0,0.0,0.0,0.0,0.0166865781473977,0.0,0.08142387048644928
30.0,0.15140692565418218,0.12693335044967602,0.158233515486016,0.0,0.0,0.0,0.0,0.011799638657898022,0.0,0.06388162936918232
32.0,0.14415770227800645,0.12183826482221016,0.15031585353382393,0.0,0.0,0.0,0.0,0.008343931180692914,0.0,0.050118749532309714
34.0,0.13758603294364202,0.1171440018984109,0.14317073274328876,0.0,0.0,0.0,0.0,0.005900285774912428,0.0,0.03932099227096698
36.0,0.13159986775024118,0.1128044977006536,0.1366887406704291,0.0,0.0,0.0,0.0,0.004172300333464359,0.0,0.03084954129146229
38.0,0.1261232692181063,0.1087805453255104,0.13078040059474677,0.0,0.0,0.0,0.0,0.0029503815152679123,0.0,0.024203209098472553
40.0,0.12109300914998317,0.10503855669802048,0.12537179483044306,0.0,0.0,0.0,0.0,0.0020863196482646443,0.0,0.018988785769288093
42.0,0.11645599796981465,0.10154958464089386,0.12040129931150674,0.0,0.0,0.0,0.0,0.001475310881737868,0.0,0.014897775890994287
44.0,0.11216731717686262,0.09828854331279335,0.11581711207878242,0.0,0.0,0.0,0.0,0.001043244867942367,0.0,0.01168814737260641
46.0,0.10818869531163877,0.09523358141990362,0.11157535822544858,0.0,0.0,0.0,0.0,0.0007377156112443431,0.0,0.009170012356431582
48.0,0.10448731451871646,0.09236557424131248,0.10763861961455252,0.0,0.0,0.0,0.0,0.0005216649913274558,0.0,0.007194393083559859
50.0,0.10103486660977734,0.0896677088981177,0.10397478181230299,0.0,0.0,0.0,0.0,0.0003688879001680616,0.0,0.0056444080802651765
52.0,0.09780679957460375,0.08712514341744781,0.10055612082971771,0.0,0.0,0.0,0.0,0.00026085377512299825,0.0,0.0044283572229832195
54.0,0.09478171099256022,0.08472472465880321,0.0973585732001451,0.0,0.0,0.0,0.0,0.0001844589958434968,0.0,0.0034742965808783883
56.0,0.09194085585455858,0.08245475353674564,0.09436114767519496,0.0,0.0,0.0,0.0,0.00013043752555700068,0.0,0.0027257820731480314
58.0,0.08926774429267925,0.08030478850791783,0.0915454473643924,0.0,0.0,0.0,0.0,9.223701940875233e-05,0.0,0.0021385301275623166
60.0,0.08674781055268033,0.07826548021486995,0.08889527877271328,0.0,0.0,0.0,0.0,6.522408078581086e-05,0.0,0.00167779777831246
62.0,0.08436813885892935,0.07632843165318925,0.08639632977540804,0.0,0.0,0.0,0.0,4.6122269783102775e-05,0.0,0.001316327204666981
64.0,0.08211723504229845,0.07448607936641208,0.08403590270327563,0.0,0.0,0.0,0.0,3.261469896434616e-05,0.0,0.0010327331053502566
