"time","1","2","3","4","5","6","7","8","9","10"
0,2.37595634255558,2.7994627088774,2.02569276560098,2.50635855016299,2.82122864644043,2.54475657618605,2.26668445440009,2.34463732200675,2.36917595285922,2.42925208457746
2,0.0949867292341142,0.421687971962678,0.809972447190328,1.79730645718889,2.48815659733162,2.2632309014639,2.11498888981703,2.6183833270039,2.34060090456981,2.726838477356
4,0.0253610515516654,0.235856459180359,0.698368227998831,1.11858970715558,1.95928743642561,1.78525722355053,1.73586144918229,2.83976602775724,1.98991893397408,3.00107903531657
6,0.0131291443187288,0.18100853861088,0.672407275664751,0.705430631313884,1.52817413869286,1.39418250004693,1.30855782385054,2.9907869754117,1.64587412741525,3.215593803603
8,0.00975424993025343,0.16330527062274,0.664558532859136,0.460110605203955,1.18845657772974,1.0855211795048,0.933512271645747,3.07192054173881,1.35291603430397,3.3503666060464
10,0.00915850154805562,0.163214271179855,0.661486306366039,0.312474673249524,0.923731262732027,0.844690987720765,0.646450281779185,3.09318550594014,1.11601574815916,3.40633975532921
12,0.0101502639244251,0.174816058517571,0.659924832080478,0.221091472304025,0.718704353032445,0.657953967593452,0.443382061535141,3.06816060432173,0.930432953491066,3.39873721857532
14,0.0127330981821625,0.195736209027057,0.658985963455361,0.16248210503768,0.560548408090337,0.513752172569577,0.305579683498002,3.00998286605255,0.78897517936754,3.34660342775881
16,0.0175702216107292,0.224089744210846,0.658387156989388,0.123457384084885,0.438993725818452,0.402817345313553,0.213678157314163,2.92960699773076,0.684227514871017,3.26626094223164
18,0.0260857744396866,0.25718982635974,0.658011941590061,0.0966097495496565,0.346095257317765,0.317972424135309,0.152517100255271,2.83549286263024,0.60918500440541,3.16947514376875
20,0.0408261104936157,0.291381624605169,0.657797311062036,0.077793461287297,0.27592531660223,0.253861931075367,0.111508914707657,2.73389916611504,0.557405290999342,3.06400453923158
22,0.065817077384694,0.322914418951089,0.65770265162988,0.0647403064610446,0.224274716240325,0.206687970490427,0.0836586789079261,2.62933699488632,0.523134840675716,2.95473765718798
24,0.106063223231116,0.349158480346935,0.657700038601406,0.0562920089295697,0.188319151625035,0.173912094206739,0.0644791669209067,2.52500716775543,0.501490232374001,2.84469116551319
26,0.164290035957918,0.369175501045164,0.657769406195806,0.0519110138824009,0.166088720765366,0.15377346319012,0.0511204675059786,2.4231587822712,0.48858690822735,2.73571228580928
28,0.23451906349884,0.383394232065819,0.657895794733678,0.0512718357939588,0.155673289648338,0.144559962600759,0.0417277185165115,2.32534228066904,0.481523203819128,2.62892499002952
30,0.300196784867181,0.392906485175459,0.658066710274041,0.0539474131813934,0.154588097731986,0.14402094512069,0.0350172999414915,2.23255799283684,0.478238692890025,2.52499450192156
32,0.345388454940029,0.398920204806139,0.658270529030517,0.059326608785105,0.159877459393793,0.149455223903522,0.0300715066799123,2.14534642464614,0.477322316904224,2.42428560547137
34,0.36616014461357,0.402495536649813,0.658496415922971,0.0667147132294574,0.168705358726582,0.158249566553037,0.0262684695422936,2.06387495437518,0.47783484388431,2.32696893910542
36,0.368131985254,0.40445809235046,0.658734869967615,0.0754320060907229,0.178770921928159,0.168262316034568,0.0232226966758135,1.98803376609534,0.479168298585299,2.23309751569133
38,0.358927718102326,0.405398487321637,0.658978133724952,0.0848538262691182,0.188407335990491,0.17792091886,0.0207073147239997,1.91752616058899,0.480939982834977,2.14265750437526
40,0.344479434515843,0.405713061421567,0.65922032830571,0.0944334488802692,0.196539510884235,0.186192168592492,0.0185876355109996,1.85194413513916,0.48291519827837,2.05559803216692
42,0.328596272897418,0.405655976647043,0.659457426146632,0.103731154620627,0.202605941202985,0.192519512220048,0.0167790954053594,1.79082908840464,0.484953560414228,1.97184744747386
44,0.313488375651612,0.4053851336559,0.65968710916404,0.11244001446587,0.206460754184818,0.196739529332549,0.0152244135994187,1.73371856369152,0.486973681636479,1.89132206057388
46,0.300301974293482,0.404996618177185,0.659908504542151,0.120394264974862,0.208258117832686,0.198978326106742,0.0138817094049334,1.68017948001169,0.488930509632171,1.81393110009794
48,0.28950228977125,0.404547968307665,0.660121813952608,0.127554427659876,0.208332138572072,0.199540074449766,0.0127185114528495,1.62982775410519,0.490801309677238,1.73957965536155
50,0.281131832347888,0.404072878199378,0.660327893910647,0.133976189779806,0.20709265180083,0.198807967144599,0.011708646334114,1.58233586851638,0.49257709328513,1.66817057072818
52,0.274984828761717,0.40359064885746,0.66052793229334,0.139772719699472,0.204947117801954,0.197168507754408,0.010830506567736,1.53743203787464,0.494257083914514,1.59960576938542
54,0.270727087438785,0.403111886258908,0.660723114445917,0.145080790240474,0.202252563967883,0.194963935098551,0.0100659761920256,1.4948938941014,0.49584526045213,1.53378722143337
56,0.267974955407784,0.402642044080689,0.660914478965014,0.150034851425523,0.199292972518104,0.192468975518757,0.00939973032508708,1.45453971469865,0.497348099543735,1.47061766178423
58,0.266346688167289,0.402183487227726,0.661102934033322,0.154750613306866,0.196275591226562,0.189886021347584,0.00881873187652931,1.41621925522349,0.498773175902486,1.41000112817878
60,0.265495309245565,0.401736857926573,0.661288868619805,0.159316819812772,0.193337709130288,0.187350726816671,0.00831184316198394,1.37980566922728,0.50012822789425,1.35184337430818
62,0.265128511021064,0.401301907858133,0.66147262589882,0.163793315912501,0.190559113013399,0.184943393284633,0.00786952450881998,1.34518879479311,0.501420589776691,1.29605217772913
64,0.265017420049658,0.400877925025687,0.661654701097717,0.168213384348457,0.187976167590315,0.182702187173296,0.00748359585279365,1.31227011768457,0.50265692708482,1.24253756910377
66,0.264997485646775,0.4004640951042,0.661834405103284,0.172588518744653,0.18559529344132,0.180635968056741,0.00714704198299745,1.2809591872537,0.503843065375424,1.19121199940707
68,0.264961850165129,0.400059594540306,0.662011087971908,0.176914470993175,0.183404424040859,0.178735318722133,0.00685385628014074,1.25117138624534,0.504984011063087,1.14199045151737
70,0.26485223711456,0.399663702290378,0.662187515235645,0.181176697977345,0.181381799522979,0.176981047465875,0.00659890043422729,1.22282637074893,0.506083966719072,1.09479052166254
72,0.264647093967263,0.399275869288365,0.662362516317573,0.185355633698705,0.179502517020142,0.175350591679836,0.00637778868358249,1.19584754507288,0.507146413337922,1.04953245935199
74,0.264349873980098,0.398895614894988,0.662530781963171,0.189430860679294,0.177742872941411,0.173822293379813,0.00618678622577702,1.1701617450953,0.508174272803987,1.00613918322511
76,0.263978445528022,0.398522592064227,0.662697565343393,0.193383877949246,0.17608263702259,0.172377668793013,0.00602271923598736,1.14569892750757,0.509169929362519,0.964536276545592
78,0.263557088475856,0.398156539160394,0.662861699681985,0.197199771711986,0.174505996804049,0.171002380276877,0.00588289620632685,1.12239257356655,0.510135377008313,0.924651964344437
80,0.263110696096421,0.397797256582017,0.663022891733348,0.200867941739538,0.173001581697809,0.169686301467232,0.00576503942680397,1.1001796143686,0.511072284326162,0.88641707713209
82,0.262661153315071,0.397444587464701,0.663180964832847,0.204382094449909,0.171561906589445,0.168423005682595,0.00566722613813262,1.07900049485641,0.511982061981335,0.849765006238648
84,0.262225510844062,0.397098401489797,0.663335859139846,0.207739746798564,0.170182532976237,0.167208968638966,0.00558783739750413,1.05879915878896,0.512865915370825,0.814631645942474
86,0.261815415584557,0.396758583176467,0.6634875421177,0.210941504421754,0.168861188160061,0.166042720939235,0.00552551809053023,1.03952302745576,0.513724882749646,0.780955368025314
88,0.261437738993322,0.396425023670512,0.663635995734493,0.21399012638984,0.167596886386537,0.164923999690252,0.00547912930946516,1.02112270702949,0.514559871652774,0.748676836759575
90,0.26109516674503,0.396097617092049,0.663781230844443,0.216889908491149,0.166389369510436,0.163853203104492,0.00544772992832649,1.00355199619648,0.515371673663384,0.717739067315949
92,0.260787270232599,0.395776256676883,0.663923252786136,0.219645954064925,0.165238560743194,0.16283085942213,0.00543054701756116,0.986767648210017,0.516160983873441,0.688087318334903
94,0.260511586714013,0.395460833338869,0.664062059350435,0.222263653654907,0.164144231375977,0.161857302485541,0.00542695340463263,0.970729146170661,0.516928413831753,0.65966900293919
96,0.260264545806969,0.395151236867288,0.664197668996383,0.224748361656059,0.163105844537733,0.160932520565937,0.00543644889008607,0.955398474853697,0.517674502547837,0.632433600073535
98,0.260042136616956,0.394847355425089,0.664330120768942,0.227105178613113,0.162122471333781,0.160056074844258,0.00545864899513255,0.940739986643496,0.518399723085893,0.606332630301636
100,0.259840451616227,0.394549074901233,0.664459440756834,0.229338840295239,0.161192795906132,0.15922710697441,0.00549327128304167,0.926720185525432,0.519104491312519,0.581319558697202
102,0.259656007731443,0.394256279623978,0.664585629882473,0.231453707020639,0.160315178873642,0.158444403735932,0.00554012582050823,0.913307560657895,0.519789172568845,0.55734972647555
104,0.259485899981318,0.393968852437027,0.664708700911553,0.233453798767649,0.159487740189171,0.157706481071321,0.00559910737711384,0.900472434508483,0.520454087858339,0.534380282145936
106,0.259327836097879,0.393686673953085,0.66482870625151,0.235342853586202,0.158708445528054,0.157011671657196,0.00567018939177799,0.888186832558912,0.521099519714608,0.51237011950843
