pixel_id x y time_step species_id biomass
2 2 0 3.0000 8 4.922520e-01
2 2 0 3.0000 9 3.004026e-01
2 2 0 3.0000 10 7.459716e-01
2 2 0 3.0000 11 6.450821e-01
2 2 0 3.0000 12 4.737553e-01
2 2 0 3.0000 13 4.096913e-01
2 2 0 3.0000 14 3.312129e-01
2 2 0 3.0000 15 3.299073e-01
2 2 0 3.0000 16 2.521658e-01
2 2 0 3.0000 17 1.692548e-01
2 2 0 3.0000 18 1.300688e-01
2 2 0 3.0000 19 8.721763e-02
2 2 0 3.0000 20 8.706591e-02
2 2 0 3.0000 21 4.427456e-02
2 2 0 3.0000 22 4.513371e-02
2 2 0 3.0000 23 2.745420e-02
2 2 0 3.0000 24 2.721715e-02
2 2 0 3.0000 25 1.813875e-02
2 2 0 3.0000 26 1.828837e-02
2 2 0 3.0000 27 1.821930e-02
2 2 0 3.0000 28 9.157484e-03
2 2 0 3.0000 29 9.209537e-03
2 2 0 3.0000 30 9.246868e-03
2 2 0 3.0000 31 9.414118e-03
2 2 0 3.0000 32 9.313880e-03
2 2 0 3.0000 33 4.698674e-03
2 2 0 3.0000 34 4.761827e-03
2 2 0 3.0000 35 4.686794e-03
2 2 0 3.0000 36 1.899736e-03
2 2 0 3.0000 37 1.908584e-03
2 2 0 3.0000 38 9.841407e-04
2 2 0 3.0000 39 9.582595e-04
0 0 0 4.0000 0 8.502981e+00
0 0 0 4.0000 1 7.049028e+00
0 0 0 4.0000 2 4.715319e+00
0 0 0 4.0000 3 2.874076e+00
0 0 0 4.0000 4 1.977787e+00
0 0 0 4.0000 5 1.901124e+00
0 0 0 4.0000 6 1.465514e+00
0 0 0 4.0000 7 4.926509e-01
0 0 0 4.0000 8 5.035324e-01
0 0 0 4.0000 9 3.011237e-01
0 0 0 4.0000 10 5.495891e-01
0 0 0 4.0000 11 4.973102e-01
0 0 0 4.0000 12 3.729770e-01
0 0 0 4.0000 13 3.166442e-01
0 0 0 4.0000 14 2.643314e-01
0 0 0 4.0000 15 2.669034e-01
0 0 0 4.0000 16 2.034402e-01
0 0 0 4.0000 17 1.421709e-01
0 0 0 4.0000 18 1.114174e-01
0 0 0 4.0000 19 7.377930e-02
0 0 0 4.0000 20 7.467315e-02
0 0 0 4.0000 21 3.902695e-02
0 0 0 4.0000 22 3.933590e-02
0 0 0 4.0000 23 2.424806e-02
0 0 0 4.0000 24 2.438533e-02
0 0 0 4.0000 25 1.622594e-02
0 0 0 4.0000 26 1.666697e-02
0 0 0 4.0000 27 1.672279e-02
0 0 0 4.0000 28 8.300537e-03
0 0 0 4.0000 29 8.520097e-03
0 0 0 4.0000 30 8.589699e-03
0 0 0 4.0000 31 8.529457e-03
0 0 0 4.0000 32 8.526811e-03
0 0 0 4.0000 33 4.373471e-03
0 0 0 4.0000 34 4.373321e-03
0 0 0 4.0000 35 4.442291e-03
0 0 0 4.0000 36 1.820101e-03
0 0 0 4.0000 37 1.826797e-03
0 0 0 4.0000 38 9.309351e-04
0 0 0 4.0000 39 9.324980e-04
1 1 0 4.0000 0 8.483917e+00
1 1 0 4.0000 1 7.193160e+00
1 1 0 4.0000 2 4.653106e+00
1 1 0 4.0000 3 2.931328e+00
1 1 0 4.0000 4 1.953902e+00
1 1 0 4.0000 5 1.954490e+00
1 1 0 4.0000 6 1.496291e+00
1 1 0 4.0000 7 4.982865e-01
1 1 0 4.0000 8 5.010989e-01
1 1 0 4.0000 9 2.976558e-01
1 1 0 4.0000 10 5.392023e-01
1 1 0 4.0000 11 4.963327e-01
1 1 0 4.0000 12 3.852315e-01
1 1 0 4.0000 13 3.214842e-01
1 1 0 4.0000 14 2.692120e-01
1 1 0 4.0000 15 2.667572e-01
1 1 0 4.0000 16 2.006254e-01
1 1 0 4.0000 17 1.423349e-01
1 1 0 4.0000 18 1.071765e-01
1 1 0 4.0000 19 7.466682e-02
1 1 0 4.0000 20 7.444102e-02
1 1 0 4.0000 21 3.975474e-02
1 1 0 4.0000 22 3.970791e-02
1 1 0 4.0000 23 2.460431e-02
1 1 0 4.0000 24 2.443658e-02
1 1 0 4.0000 25 1.611228e-02
1 1 0 4.0000 26 1.664061e-02
1 1 0 4.0000 27 1.699063e-02
1 1 0 4.0000 28 8.305366e-03
1 1 0 4.0000 29 8.549543e-03
1 1 0 4.0000 30 8.683954e-03
1 1 0 4.0000 31 8.567161e-03
1 1 0 4.0000 32 8.583050e-03
1 1 0 4.0000 33 4.401672e-03
1 1 0 4.0000 34 4.377697e-03
1 1 0 4.0000 35 4.381689e-03
1 1 0 4.0000 36 1.801368e-03
1 1 0 4.0000 37 1.812362e-03
1 1 0 4.0000 38 9.303023e-04
1 1 0 4.0000 39 9.192905e-04
2 2 0 4.0000 0 9.121071e+00
2 2 0 4.0000 1 7.397047e+00
2 2 0 4.0000 2 4.814671e+00
2 2 0 4.0000 3 2.929497e+00
2 2 0 4.0000 4 1.985697e+00
2 2 0 4.0000 5 1.989656e+00
2 2 0 4.0000 6 1.496419e+00
2 2 0 4.0000 7 4.949982e-01
2 2 0 4.0000 8 4.920550e-01
2 2 0 4.0000 9 3.003425e-01
2 2 0 4.0000 10 6.781743e-01
2 2 0 4.0000 11 5.974246e-01
2 2 0 4.0000 12 4.398715e-01
2 2 0 4.0000 13 3.816517e-01
2 2 0 4.0000 14 3.100084e-01
2 2 0 4.0000 15 3.088166e-01
2 2 0 4.0000 16 2.367331e-01
2 2 0 4.0000 17 1.602404e-01
2 2 0 4.0000 18 1.236330e-01
2 2 0 4.0000 19 8.309983e-02
2 2 0 4.0000 20 8.304482e-02
2 2 0 4.0000 21 4.260529e-02
2 2 0 4.0000 22 4.348858e-02
2 2 0 4.0000 23 2.655937e-02
2 2 0 4.0000 24 2.633090e-02
2 2 0 4.0000 25 1.756575e-02
2 2 0 4.0000 26 1.772998e-02
2 2 0 4.0000 27 1.768231e-02
2 2 0 4.0000 28 8.899857e-03
2 2 0 4.0000 29 8.971402e-03
2 2 0 4.0000 30 9.024786e-03
2 2 0 4.0000 31 9.188975e-03
2 2 0 4.0000 32 9.096938e-03
2 2 0 4.0000 33 4.601072e-03
2 2 0 4.0000 34 4.666420e-03
2 2 0 4.0000 35 4.597258e-03
2 2 0 4.0000 36 1.868488e-03
2 2 0 4.0000 37 1.879463e-03
2 2 0 4.0000 38 9.725528e-04
2 2 0 4.0000 39 9.473869e-04
0 0 0 5.0000 0 8.199037e+00
0 0 0 5.0000 1 6.870695e+00
0 0 0 5.0000 2 4.645226e+00
0 0 0 5.0000 3 2.853780e+00
0 0 0 5.0000 4 1.969492e+00
0 0 0 5.0000 5 1.893602e+00
0 0 0 5.0000 6 1.461345e+00
0 0 0 5.0000 7 4.923698e-01
0 0 0 5.0000 8 5.032425e-01
0 0 0 5.0000 9 3.010387e-01
0 0 0 5.0000 10 4.735465e-01
0 0 0 5.0000 11 4.410975e-01
0 0 0 5.0000 12 3.321347e-01
0 0 0 5.0000 13 2.834343e-01
0 0 0 5.0000 14 2.383651e-01
0 0 0 5.0000 15 2.407213e-01
0 0 0 5.0000 16 1.843200e-01
0 0 0 5.0000 17 1.305159e-01
0 0 0 5.0000 18 1.029224e-01
0 0 0 5.0000 19 6.840828e-02
0 0 0 5.0000 20 6.935390e-02
0 0 0 5.0000 21 3.675191e-02
0 0 0 5.0000 22 3.711823e-02
0 0 0 5.0000 23 2.302429e-02
0 0 0 5.0000 24 2.315581e-02
0 0 0 5.0000 25 1.543203e-02
0 0 0 5.0000 26 1.587853e-02
0 0 0 5.0000 27 1.595892e-02
0 0 0 5.0000 28 7.938490e-03
0 0 0 5.0000 29 8.178309e-03
0 0 0 5.0000 30 8.269476e-03
0 0 0 5.0000 31 8.212815e-03
0 0 0 5.0000 32 8.218460e-03
0 0 0 5.0000 33 4.232326e-03
0 0 0 5.0000 34 4.237155e-03
0 0 0 5.0000 35 4.310376e-03
0 0 0 5.0000 36 1.773530e-03
0 0 0 5.0000 37 1.783423e-03
0 0 0 5.0000 38 9.138611e-04
0 0 0 5.0000 39 9.160156e-04
1 1 0 5.0000 0 8.181310e+00
1 1 0 5.0000 1 7.007556e+00
1 1 0 5.0000 2 4.584837e+00
1 1 0 5.0000 3 2.910219e+00
1 1 0 5.0000 4 1.945806e+00
1 1 0 5.0000 5 1.946541e+00
1 1 0 5.0000 6 1.491945e+00
1 1 0 5.0000 7 4.979990e-01
1 1 0 5.0000 8 5.008117e-01
1 1 0 5.0000 9 2.975728e-01
1 1 0 5.0000 10 4.645971e-01
1 1 0 5.0000 11 4.402305e-01
1 1 0 5.0000 12 3.430474e-01
1 1 0 5.0000 13 2.877667e-01
1 1 0 5.0000 14 2.427662e-01
1 1 0 5.0000 15 2.405894e-01
1 1 0 5.0000 16 1.817697e-01
1 1 0 5.0000 17 1.306665e-01
1 1 0 5.0000 18 9.900496e-02
1 1 0 5.0000 19 6.923118e-02
1 1 0 5.0000 20 6.913830e-02
1 1 0 5.0000 21 3.743727e-02
1 1 0 5.0000 22 3.746927e-02
1 1 0 5.0000 23 2.336255e-02
1 1 0 5.0000 24 2.320447e-02
