temperature_C,ectotherm_X_per_day,plant_mean_tail,ectotherm_mean_tail,ectotherm_final
8.0,0.0098108292048218,0.0,1.3331760415249683,0.18240186359244948
14.0,0.01689213646184366,2.2790258573042537,44.22576692472355,45.440235987074814
20.0,0.028444855307025157,3.5842929643989643,43.81553199951417,43.207320642997246
26.0,0.046907726945254996,6.110281631128464,43.29304757540218,43.29397601217032
32.0,0.07584764062890263,10.225798132004794,42.33057068674568,42.33079538240295
